제목,주최사,url,장소,장르,시작일,종료일,등록일
심준호의 [첼로의 향기],(주)오푸스,https://www.sac.or.kr/site/main/show/show_view?SN=15950,IBK챔버홀,클래식,2013-08-16,2013-08-16,2012-06-29
2013 예술의전당 여름실내악,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13720,리사이틀홀,뮤지컬,2013-08-15,2013-08-15,2012-03-15
코리아나 챔버뮤직 소사이어티 제54회 정기연주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=15948,IBK챔버홀,클래식,2013-08-15,2013-08-15,2012-06-26
2013 예술의전당 회원초청음악회,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13728,콘서트홀,뮤지컬,2013-08-15,2013-08-15,2012-03-15
전당홀드,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=14028,IBK챔버홀,뮤지컬,2013-08-15,2013-08-15,2012-03-15
권수미&유지수 피아노 두오 연주회,(주)음연,https://www.sac.or.kr/site/main/show/show_view?SN=16078,리사이틀홀,클래식,2013-08-15,2013-08-15,2012-06-28
제10회 사랑과 나눔의 청소년 음악회,루스초이뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=19116,콘서트홀,클래식,2013-08-15,2013-08-15,2013-05-09
서초청소년오케스트라 제10회 정기연주회,구립서초유스센터,https://www.sac.or.kr/site/main/show/show_view?SN=20136,신세계스퀘어 야외무대,클래식,2013-08-15,2013-08-15,2013-08-13
2013 예술의전당 여름실내악,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13718,리사이틀홀,뮤지컬,2013-08-14,2013-08-14,2012-03-15
여름방학 해설이 있는 청소년 음악회2,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=15772,콘서트홀,클래식,2013-08-14,2013-08-14,2012-06-29
조아란 피아노 독주회,klavier75,https://www.sac.or.kr/site/main/show/show_view?SN=16332,리사이틀홀,클래식,2013-08-14,2013-08-14,2012-06-20
음악으로 읽는 세계문학 여름특선-봄봄,예술은 감자다,https://www.sac.or.kr/site/main/show/show_view?SN=15946,IBK챔버홀,오페라,2013-08-14,2013-08-14,2012-06-28
청소년을 위한 노모스트리오 연주회,지음기획,https://www.sac.or.kr/site/main/show/show_view?SN=16076,리사이틀홀,실내악,2013-08-13,2013-08-13,2012-06-29
"한국, 미국, 스위스 월드 퍼커션 페스티벌",코리아나매니지먼트,https://www.sac.or.kr/site/main/show/show_view?SN=15770,콘서트홀,클래식,2013-08-13,2013-08-13,2012-06-29
제5회 에포니아 정기연주회,에포니아,https://www.sac.or.kr/site/main/show/show_view?SN=15996,IBK챔버홀,클래식,2013-08-13,2013-08-13,2012-06-28
2013 예술의전당 여름실내악,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13716,리사이틀홀,뮤지컬,2013-08-13,2013-08-13,2012-03-15
오상은 피아노 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16074,리사이틀홀,클래식,2013-08-12,2013-08-12,2012-06-28
제17회 여름방학 청소년을 위한 해설 음악회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16646,콘서트홀,교향곡,2013-08-12,2013-08-12,2012-09-06
2013 아시아 필하모닉 오케스트라,사단법인 미라클오브뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=15768,콘서트홀,교향곡,2013-08-12,2013-08-12,2012-06-29
김종국&장은령 듀오 콘서트,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=15994,IBK챔버홀,독주,2013-08-12,2013-08-12,2012-06-29
SU Camerata 청소년을 위한 여름 음악회,SU Camerata,https://www.sac.or.kr/site/main/show/show_view?SN=16072,리사이틀홀,실내악,2013-08-11,2013-08-11,2012-06-26
2013 힐링뮤직페스티벌,실버트레인,https://www.sac.or.kr/site/main/show/show_view?SN=18092,콘서트홀,복합장르,2013-08-11,2013-08-11,2013-03-08
제3회 해설이 있는 악흥의 한때,J&R예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=17122,IBK챔버홀,클래식,2013-08-11,2013-08-11,2013-02-08
2013 예술의전당 청소년음악회 스페셜,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13594,콘서트홀,교향곡,2013-08-11,2013-08-11,2012-03-15
JK챔버오케스트라와 함께하는 청소년을 위한 힐링콘서트,아카사,https://www.sac.or.kr/site/main/show/show_view?SN=18090,콘서트홀,클래식,2013-08-11,2013-08-11,2013-03-08
신혜정 피아노 독주회,(주)음연,https://www.sac.or.kr/site/main/show/show_view?SN=15992,IBK챔버홀,클래식,2013-08-11,2013-08-11,2012-06-28
2013 한국합창대제전 (8.10/20시),한국합창지휘자협회,https://www.sac.or.kr/site/main/show/show_view?SN=17298,콘서트홀,합창,2013-08-10,2013-08-10,2013-03-09
앙상블 디아파종의 청소년 음악회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16068,리사이틀홀,독주,2013-08-10,2013-08-10,2012-06-29
앙상블 에클라 2013 정기연주회,현대문화,https://www.sac.or.kr/site/main/show/show_view?SN=15990,IBK챔버홀,클래식,2013-08-10,2013-08-10,2012-06-28
2013 한국합창대제전 (8.10/14시),한국합창지휘자협회,https://www.sac.or.kr/site/main/show/show_view?SN=17296,콘서트홀,합창,2013-08-10,2013-08-10,2013-03-09
코리아 목관 앙상블 2013  정기연주회,코리아목관앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=16070,리사이틀홀,클래식,2013-08-10,2013-08-10,2012-06-29
2013 예술의전당 청소년음악회 스페셜,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13592,콘서트홀,교향곡,2013-08-10,2013-08-10,2012-03-15
한여름밤 우리가곡과 함께하는 야외음악회 2,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=19318,신세계스퀘어 야외무대,콘서트,2013-08-10,2013-08-10,2013-07-06
lux et sonitus - continuus,윤지원,https://www.sac.or.kr/site/main/show/show_view?SN=17176,한가람미술관,교향곡,2013-08-09,2013-08-14,2013-02-11
2013 예술의전당 가족오페라 푸치니의 <투란도트>,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=16866,CJ 토월극장,오페라,2013-08-09,2013-08-17,2012-12-18
2013 예술의전당 청소년음악회 스페셜,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13744,콘서트홀,교향곡,2013-08-09,2013-08-09,2012-03-15
여름 가족 음악회 패밀리 인 뮤직,(주)스테이지원,https://www.sac.or.kr/site/main/show/show_view?SN=18088,콘서트홀,클래식,2013-08-09,2013-08-09,2013-03-08
한화생명과 함께하는 2013_11시 콘서트 (8월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13478,콘서트홀,클래식,2013-08-08,2013-08-08,2012-03-15
한여름밤 우리가곡과 함께하는 야외음악회 1,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=19316,신세계스퀘어 야외무대,콘서트,2013-08-03,2013-08-03,2013-07-06
"제30회 탁본전람회, 조선이 사랑한 글씨",한신대학교 박물관,https://www.sac.or.kr/site/main/show/show_view?SN=16682,서울서예박물관,전시,2013-08-02,2013-08-16,2012-09-12
월드비전 2013 세계어린이합창제 (8.1),월드비전선명회합창단,https://www.sac.or.kr/site/main/show/show_view?SN=15100,콘서트홀,교향곡,2013-08-01,2013-08-01,2012-05-15
조동원 개인전,조동원,https://www.sac.or.kr/site/main/show/show_view?SN=17192,한가람미술관,전시,2013-08-01,2013-08-07,2013-01-26
엄마가 모르는 친구,극단 사다리,https://www.sac.or.kr/site/main/show/show_view?SN=16892,자유소극장,아동극,2013-08-01,2013-08-25,2012-12-18
홀드 월드비젼 세계어린이합창제,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13904,콘서트홀,뮤지컬,2013-08-01,2013-08-01,2012-03-15
전당홀드,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=14026,IBK챔버홀,뮤지컬,2013-08-01,2013-08-01,2012-03-15
임리라 피아노 독주회,(주)부암아트,https://www.sac.or.kr/site/main/show/show_view?SN=16066,리사이틀홀,클래식,2013-07-31,2013-07-31,2012-06-28
2013 아시아필하모닉오케스트라,사단법인 미라클오브뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=16634,콘서트홀,클래식,2013-07-31,2013-07-31,2012-09-07
2013 아시아 필하모닉 오케스트라,사단법인 미라클오브뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=15766,콘서트홀,교향곡,2013-07-31,2013-07-31,2012-06-29
제32회 대한민국미술대전 서예부문,(사)한국미술협회,https://www.sac.or.kr/site/main/show/show_view?SN=17180,서울서예박물관,전시,2013-07-31,2013-08-11,2013-02-06
앙상블 유니송 초청 연주회,(주)음연 Concert Mate,https://www.sac.or.kr/site/main/show/show_view?SN=15956,IBK챔버홀,클래식,2013-07-31,2013-07-31,2012-06-28
하얀 눈썹 호랑이,국악뮤지컬집단 타루,https://www.sac.or.kr/site/main/show/show_view?SN=14176,자유소극장,가족극,2013-07-31,2013-08-11,2012-01-20
홀드 월드비젼 세계어린이합창제,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13902,콘서트홀,뮤지컬,2013-07-30,2013-07-30,2012-03-15
월드비전 2013 세계어린이합창제 (7.30),월드비전선명회합창단,https://www.sac.or.kr/site/main/show/show_view?SN=15102,콘서트홀,교향곡,2013-07-30,2013-07-30,2012-05-15
박우빈 피아노 독주회,"(주)음연, 월간 피아노음악",https://www.sac.or.kr/site/main/show/show_view?SN=15988,IBK챔버홀,클래식,2013-07-30,2013-07-30,2012-06-28
정승연 첼로 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16064,리사이틀홀,클래식,2013-07-30,2013-07-30,2012-06-28
컨플루언스 앙상블 2013 정기연주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=15986,IBK챔버홀,클래식,2013-07-29,2013-07-29,2012-06-28
홀드 월드비젼 세계어린이합창제,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13900,콘서트홀,뮤지컬,2013-07-29,2013-07-29,2012-03-15
김정현 플루트 귀국 독주회,(주)음악저널작은우리,https://www.sac.or.kr/site/main/show/show_view?SN=16340,리사이틀홀,클래식,2013-07-29,2013-07-29,2012-06-26
월드비전 2013 세계어린이합창제 (7.29),월드비전선명회합창단,https://www.sac.or.kr/site/main/show/show_view?SN=15104,콘서트홀,교향곡,2013-07-29,2013-07-29,2012-05-15
오승규 귀국 첼로 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=17120,IBK챔버홀,클래식,2013-07-28,2013-07-28,2013-02-08
조윤주 귀국 비올라 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=16544,IBK챔버홀,독주,2013-07-28,2013-07-28,2012-09-07
유하나루 첼로 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16328,리사이틀홀,클래식,2013-07-28,2013-07-28,2012-06-28
2013 김나원의 더 리더스 플루트 앙상블 제9회 정기연주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=17156,리사이틀홀,클래식,2013-07-28,2013-07-28,2013-02-08
모나코 왕실 소년 합창단 내한공연,아카디아,https://www.sac.or.kr/site/main/show/show_view?SN=17286,콘서트홀,클래식,2013-07-28,2013-07-28,2013-02-08
(사)서울오케스트라 오감만족 콘서트,(사)서울오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=17080,콘서트홀,클래식,2013-07-28,2013-07-28,2013-02-06
서울챔버앙상블 제53회 정기연주회,서울챔버앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=15984,IBK챔버홀,클래식,2013-07-27,2013-07-27,2012-06-27
2013 평화콘서트,"Crossing Borders, NK지식인연대",https://www.sac.or.kr/site/main/show/show_view?SN=19114,콘서트홀,클래식,2013-07-27,2013-07-27,2013-05-10
홀드 코심,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13898,콘서트홀,뮤지컬,2013-07-27,2013-07-27,2012-03-15
홍성수 클라리넷 독주회,(주)프로아트매니지먼트,https://www.sac.or.kr/site/main/show/show_view?SN=16324,리사이틀홀,실내악,2013-07-27,2013-07-27,2012-06-29
제5회 월드비전 2013 세계 어린이 합창제,월드비전선명회합창단,https://www.sac.or.kr/site/main/show/show_view?SN=18246,신세계스퀘어 야외무대,합창,2013-07-27,2013-07-27,2013-04-05
BEETHOVEN with 필하모니안즈 서울,필하모니안즈 서울,https://www.sac.or.kr/site/main/show/show_view?SN=19270,콘서트홀,클래식,2013-07-27,2013-07-27,2013-06-07
아미쿠스 피아노 콰르텟 정기연주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=16062,리사이틀홀,클래식,2013-07-27,2013-07-27,2012-06-28
(사)서울오케스트라 마티네 콘서트,아이엔티,https://www.sac.or.kr/site/main/show/show_view?SN=17118,IBK챔버홀,교향곡,2013-07-27,2013-07-27,2013-02-07
첼리스트 주연선의 첼로로 떠나는 여행,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=15982,IBK챔버홀,클래식,2013-07-26,2013-07-26,2012-06-29
2013 미술과놀이 체험프로그램 놀이탐험대,"예술의전당, 헬로우뮤지움",https://www.sac.or.kr/site/main/show/show_view?SN=19310,예술의전당,전시,2013-07-26,2013-08-25,2013-07-02
정선인 피아노 독주회,"(주)음연, 월간 피아노음악",https://www.sac.or.kr/site/main/show/show_view?SN=16060,리사이틀홀,클래식,2013-07-26,2013-07-26,2012-06-28
뮤지컬 <엘리자벳>,EMK뮤지컬컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=15188,오페라극장,뮤지컬,2013-07-26,2013-09-07,2012-04-27
홀드 KBS,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13896,콘서트홀,뮤지컬,2013-07-26,2013-07-26,2012-03-15
한.중 하나의 소리로 백년대계를 꿈꾸다,"(재)KBS 교향악단, Lim-AMC",https://www.sac.or.kr/site/main/show/show_view?SN=16746,콘서트홀,클래식,2013-07-26,2013-07-26,2012-11-15
재즈 슈퍼콘서트 'sing sing sing',(주)머니투데이,https://www.sac.or.kr/site/main/show/show_view?SN=16978,콘서트홀,재즈,2013-07-25,2013-07-25,2013-01-18
김혜선 개인전- 꿈에 대한 명상,김혜선,https://www.sac.or.kr/site/main/show/show_view?SN=17184,한가람미술관,전시,2013-07-25,2013-07-31,2013-02-06
박종화 피아노 독주회 - Disguise,음악세계,https://www.sac.or.kr/site/main/show/show_view?SN=16058,리사이틀홀,독주,2013-07-25,2013-07-25,2012-06-28
POIEMA 앙상블 정기연주회,무직클람머,https://www.sac.or.kr/site/main/show/show_view?SN=15980,IBK챔버홀,클래식,2013-07-25,2013-07-25,2012-06-29
개관 25주년 코리안 월드 아티스트,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13624,콘서트홀,뮤지컬,2013-07-25,2013-07-25,2012-03-15
제22회 한국현대서예문인화협회 공모전,한국현대서예문인화협회,https://www.sac.or.kr/site/main/show/show_view?SN=16688,서울서예박물관,전시,2013-07-24,2013-07-30,2012-08-29
부천필하모닉오케스트라 브루크너 교향곡 전곡 연주 Ⅸ,부천시,https://www.sac.or.kr/site/main/show/show_view?SN=15764,콘서트홀,클래식,2013-07-24,2013-07-24,2012-06-25
조소연 피아노 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16056,리사이틀홀,클래식,2013-07-24,2013-07-24,2012-06-28
이관식 피아노 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16542,IBK챔버홀,실내악,2013-07-24,2013-07-24,2012-09-07
윤지용 오보에 독주회,"(주)음연, 월간 스트링앤보우",https://www.sac.or.kr/site/main/show/show_view?SN=15978,IBK챔버홀,클래식,2013-07-23,2013-07-23,2012-06-28
권새롬 귀국 첼로 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16054,리사이틀홀,클래식,2013-07-23,2013-07-23,2012-06-28
제32회 성남교향 취주악단 정기연주회,성남교향취주악단,https://www.sac.or.kr/site/main/show/show_view?SN=15762,콘서트홀,클래식,2013-07-23,2013-07-23,2012-06-29
플루트 이윤수의 여름을 부르는 음악,(주)음악저널작은우리,https://www.sac.or.kr/site/main/show/show_view?SN=16052,리사이틀홀,독주,2013-07-22,2013-07-22,2012-06-25
제11회 코리아니쉬 플루트 오케스트라 정기연주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=15760,콘서트홀,클래식,2013-07-22,2013-07-22,2012-06-28
송주현 바로크 바이올린 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=15976,IBK챔버홀,실내악,2013-07-22,2013-07-22,2012-06-28
김혜령 피아노 독주회,"(주)음연, 월간 피아노음악",https://www.sac.or.kr/site/main/show/show_view?SN=16608,리사이틀홀,독주,2013-07-22,2013-07-22,2012-09-07
제15회 음악이있는마을 정기연주회,합창단 음악이있는마을,https://www.sac.or.kr/site/main/show/show_view?SN=15758,콘서트홀,합창,2013-07-21,2013-07-21,2012-06-26
위 솔로이스츠 제 7회 정기연주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=17208,리사이틀홀,독주,2013-07-21,2013-07-21,2013-02-08
고양필하모닉오케스트라 제35회 정기연주회,한다우리예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=18176,콘서트홀,교향곡,2013-07-21,2013-07-21,2013-04-02
앙상블 앙샹떼 창단연주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16048,리사이틀홀,독주,2013-07-21,2013-07-21,2012-06-29
메조소프라노 백재은 독창회 < Landscape >,콘서트디자인,https://www.sac.or.kr/site/main/show/show_view?SN=14568,IBK챔버홀,성악,2013-07-21,2013-07-21,2012-03-30
제31회 예원학교 정기 연주회,"(주)음연, 월간 스트링앤보우",https://www.sac.or.kr/site/main/show/show_view?SN=17074,콘서트홀,클래식,2013-07-20,2013-07-20,2013-02-07
아모리 바실리 콘서트,서울예술기획(주),https://www.sac.or.kr/site/main/show/show_view?SN=15794,콘서트홀,크로스오버,2013-07-20,2013-07-20,2012-06-29
2013 한양윈드오케스트라 정기연주회,한양대학교,https://www.sac.or.kr/site/main/show/show_view?SN=18086,콘서트홀,교향곡,2013-07-20,2013-07-20,2013-03-07
2013 타악그룹 4Plus 제 19회 정기연주회,타악그룹 4Plus,https://www.sac.or.kr/site/main/show/show_view?SN=16046,리사이틀홀,실내악,2013-07-20,2013-07-20,2012-06-29
제8회 해피바순 앙상블 정기연주회,브라움,https://www.sac.or.kr/site/main/show/show_view?SN=15974,IBK챔버홀,클래식,2013-07-20,2013-07-20,2012-06-29
나재령 플루트 독주회,플룻샵,https://www.sac.or.kr/site/main/show/show_view?SN=16470,리사이틀홀,독주,2013-07-20,2013-07-20,2012-08-17
나재령 플루트 독주회,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=15166,리사이틀홀,뮤지컬,2013-07-20,2013-07-20,2012-05-17
이승권 클라리넷 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16044,리사이틀홀,독주,2013-07-19,2013-07-19,2012-06-28
이현주 플루트 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=15972,IBK챔버홀,실내악,2013-07-19,2013-07-19,2012-06-29
서울시향의 말러 교향곡 4번,(재)서울시립교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=15056,콘서트홀,클래식,2013-07-19,2013-07-19,2012-05-15
홀드 서울시향,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13894,콘서트홀,뮤지컬,2013-07-19,2013-07-19,2012-03-15
손은정 피아노 독주회,(주)음연,https://www.sac.or.kr/site/main/show/show_view?SN=15176,리사이틀홀,뮤지컬,2013-07-18,2013-07-18,2012-05-17
손은정 피아노 독주회,"(주)음연, 월간 피아노음악",https://www.sac.or.kr/site/main/show/show_view?SN=16468,리사이틀홀,클래식,2013-07-18,2013-07-18,2012-08-17
코리안심포니 187회 정기연주회,(재)코리안심포니오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=15036,콘서트홀,클래식,2013-07-18,2013-07-18,2012-05-15
소리얼필하모닉 오케스트라 기획연주회,소리얼 필하모닉 오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=19282,IBK챔버홀,클래식,2013-07-18,2013-07-18,2013-06-07
전당홀드,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=14024,IBK챔버홀,뮤지컬,2013-07-18,2013-07-18,2012-03-15
조기정 사진 작품전,조기정,https://www.sac.or.kr/site/main/show/show_view?SN=19058,한가람미술관,전시,2013-07-18,2013-07-24,2013-05-08
이상비 석사청구:오리가미텍스타일디자인,이상비,https://www.sac.or.kr/site/main/show/show_view?SN=18156,한가람미술관,교향곡,2013-07-18,2013-07-24,2013-03-13
홀드 코심,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13892,콘서트홀,뮤지컬,2013-07-18,2013-07-18,2012-03-15
목관5중주 The K 창단연주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16540,IBK챔버홀,클래식,2013-07-17,2013-07-17,2012-09-06
제19회 대한민국서도대전,(사)한국서도협회,https://www.sac.or.kr/site/main/show/show_view?SN=15504,서울서예박물관,전시,2013-07-17,2013-07-22,2012-04-24
블라디미르 톨카체프 빅밴드 내한공연,브라보컴,https://www.sac.or.kr/site/main/show/show_view?SN=16976,콘서트홀,클래식,2013-07-17,2013-07-17,2013-01-18
슈투트가르트 페가소스 현악사중주단 내한연주회,코리아무지카,https://www.sac.or.kr/site/main/show/show_view?SN=18198,리사이틀홀,클래식,2013-07-17,2013-07-17,2013-04-04
개관 25주년 코리안 월드 아티스트,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13622,콘서트홀,뮤지컬,2013-07-17,2013-07-17,2012-03-15
에센부르크 앙상블 콘서트,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=15970,IBK챔버홀,실내악,2013-07-17,2013-07-17,2012-06-28
정아름 클라리넷 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16042,리사이틀홀,독주,2013-07-17,2013-07-17,2012-06-28
2013 서울신문 한 여름밤 의 콘서트,서울신문사,https://www.sac.or.kr/site/main/show/show_view?SN=16660,콘서트홀,클래식,2013-07-16,2013-07-16,2012-09-07
하모니 프럼 뉴잉글랜드 콘서바토리 연주회,"(주)음연, 월간 스트링앤보우",https://www.sac.or.kr/site/main/show/show_view?SN=15968,IBK챔버홀,클래식,2013-07-16,2013-07-16,2012-06-28
백수련 귀국 바이올린 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16050,리사이틀홀,클래식,2013-07-16,2013-07-16,2012-06-28
하성호와 서울팝스 25년 스토리,(사)서울팝스오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=15792,콘서트홀,크로스오버,2013-07-15,2013-07-15,2012-06-20
다문화 가족과 함께하는 아코르앙상블 제5회 정기연주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=16012,IBK챔버홀,클래식,2013-07-15,2013-07-15,2012-06-26
이지선 피아노 독주회,음악세계,https://www.sac.or.kr/site/main/show/show_view?SN=16040,리사이틀홀,클래식,2013-07-15,2013-07-15,2012-06-28
유럽 오페라극장 주역가수 초청 오페라 갈라 콘서트,"(사)프라임필하모닉, 스포츠서울미디어",https://www.sac.or.kr/site/main/show/show_view?SN=15790,콘서트홀,오페라,2013-07-14,2013-07-14,2012-06-26
파리 현악사중주 내한연주회,코리아무지카,https://www.sac.or.kr/site/main/show/show_view?SN=19148,리사이틀홀,클래식,2013-07-14,2013-07-14,2013-05-10
김성은 비올라 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=16388,리사이틀홀,독주,2013-07-14,2013-07-14,2012-06-29
주연수 피아노 독주회,네오클래식매니지먼트,https://www.sac.or.kr/site/main/show/show_view?SN=16538,IBK챔버홀,독주,2013-07-14,2013-07-14,2012-09-07
박보경 귀국 피아노 독주회,(주)세광아트,https://www.sac.or.kr/site/main/show/show_view?SN=19146,리사이틀홀,클래식,2013-07-14,2013-07-14,2013-05-09
서울-북경 20주년기념 북경심포니오케스트라 서울내한공연,(주)스테이지원,https://www.sac.or.kr/site/main/show/show_view?SN=18162,콘서트홀,교향곡,2013-07-14,2013-07-14,2013-04-05
대한민국미술 K-아트 프로젝트,한국인체드로잉운영위,https://www.sac.or.kr/site/main/show/show_view?SN=15540,한가람미술관,전시,2013-07-13,2013-07-20,2012-04-27
황선경의 첼로이야기 두번째,뮤직클레프,https://www.sac.or.kr/site/main/show/show_view?SN=16536,IBK챔버홀,클래식,2013-07-13,2013-07-13,2012-09-07
정전 60주년 기념 평화 콘서트 < 세계인이 함께하는 한국가곡 >,화희오페라단,https://www.sac.or.kr/site/main/show/show_view?SN=17084,콘서트홀,클래식,2013-07-13,2013-07-13,2013-02-06
임요섭 비올라 독주회,(주)부암아트,https://www.sac.or.kr/site/main/show/show_view?SN=16038,리사이틀홀,클래식,2013-07-13,2013-07-13,2012-06-28
송지원 바이올린 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16036,리사이틀홀,독주,2013-07-13,2013-07-13,2012-06-28
한국교수콰이어 제10회 정기연주회,한국교수합창단,https://www.sac.or.kr/site/main/show/show_view?SN=17066,콘서트홀,합창,2013-07-13,2013-07-13,2013-02-08
야나첵 스트링 콰르텟 내한공연,(주)프로아트매니지먼트,https://www.sac.or.kr/site/main/show/show_view?SN=17116,IBK챔버홀,클래식,2013-07-13,2013-07-13,2013-02-08
홀드 스위스 로망드 오케스트라_빈체로,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13890,콘서트홀,뮤지컬,2013-07-13,2013-07-13,2012-03-15
창단40주년 기념 숭실OB남성합창단 제33회 정기연주회,뮤직플러스,https://www.sac.or.kr/site/main/show/show_view?SN=17018,콘서트홀,클래식,2013-07-12,2013-07-12,2013-01-18
2013 한국천연염색작가협회전,한국천연염색작가협회,https://www.sac.or.kr/site/main/show/show_view?SN=16920,한가람미술관,전시,2013-07-12,2013-07-17,2012-11-24
홀드 스위스 로망드 오케스트라_빈체로,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13888,콘서트홀,뮤지컬,2013-07-12,2013-07-12,2012-03-15
Summer Night Concert,썸월드(someworld),https://www.sac.or.kr/site/main/show/show_view?SN=16010,IBK챔버홀,클래식,2013-07-12,2013-07-12,2012-06-29
2013 예술의전당 아티스트 시리즈(7월) - 김경아,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13706,리사이틀홀,교향곡,2013-07-12,2013-07-12,2012-03-15
트리오 에테레오 창단연주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16034,리사이틀홀,클래식,2013-07-11,2013-07-11,2012-06-28
앙상블 M 정기연주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=16534,IBK챔버홀,실내악,2013-07-11,2013-07-11,2012-09-07
경기필 브람스 · 쇼스타코비치,경기도문화의전당,https://www.sac.or.kr/site/main/show/show_view?SN=15788,콘서트홀,클래식,2013-07-11,2013-07-11,2012-06-20
한화생명과 함께하는 2013_11시 콘서트 (7월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=13476,콘서트홀,클래식,2013-07-11,2013-07-11,2012-03-15
김소형 피아노 독주회,네오클래식매니지먼트,https://www.sac.or.kr/site/main/show/show_view?SN=16032,리사이틀홀,클래식,2013-07-10,2013-07-10,2012-06-27
한국·핀란드 수교 40주년 기념 헬싱키 필하모닉 오케스트라 내,(주)컬쳐뷰,https://www.sac.or.kr/site/main/show/show_view?SN=15786,콘서트홀,교향곡,2013-07-10,2013-07-10,2012-06-29
