제목,주최사,url,장소,장르,시작일,종료일,등록일
성경주 바이올린 독주회,조인클래식,https://www.sac.or.kr/site/main/show/show_view?SN=48974,리사이틀홀,독주,2023-09-23,2023-09-23,2022-06-24
나윤아 바이올린 독주회,마에스트로 컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=48783,리사이틀홀,독주,2023-09-23,2023-09-23,2022-06-24
장한나 & 미샤 마이스키 with 디토 오케스트라(23일),크레디아뮤직앤아티스트,https://www.sac.or.kr/site/main/show/show_view?SN=47718,콘서트홀,교향곡,2023-09-23,2023-09-23,2021-12-10
예술의전당 SAC TOUR_ 9/23(토),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=65100,예술의전당,뮤지컬,2023-09-23,2023-09-23,2023-09-08
임지연 피아노 독주회,임지연,https://www.sac.or.kr/site/main/show/show_view?SN=49233,인춘아트홀,독주,2023-09-23,2023-09-23,2022-09-22
예술기부 캠페인,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=47921,인춘아트홀,뮤지컬,2023-09-23,2023-09-23,2022-03-11
소소살롱,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48511,IBK챔버홀,뮤지컬,2023-09-23,2023-09-23,2022-05-03
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48394,IBK챔버홀,뮤지컬,2023-09-22,2023-09-22,2022-04-30
"2023 제 3회 드로잉더뮤직 음악콩쿠르 - 성악, 피아노 (본선)",(주)드로잉더뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=48729,인춘아트홀,클래식,2023-09-22,2023-09-22,2022-06-20
KT와 함께하는 예술의전당 마음을 담은 클래식(9.22),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=47410,콘서트홀,뮤지컬,2023-09-22,2023-09-22,2021-11-27
제5회 어텀실내악페스티벌 <완성> - II,피케이뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=48758,IBK챔버홀,실내악,2023-09-22,2023-09-22,2022-06-24
조혜정 피아노 독주회,(주)더존테크윌,https://www.sac.or.kr/site/main/show/show_view?SN=48975,리사이틀홀,독주,2023-09-22,2023-09-22,2022-06-24
"2023 제 3회 드로잉더뮤직 음악콩쿠르 - 현악, 관악 (본선)",(주)드로잉더뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=48730,인춘아트홀,클래식,2023-09-21,2023-09-21,2022-06-20
예술의전당 전관 개관 30주년 특별 음악회 - 이승원 & 서울시립교향악단,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=47411,콘서트홀,교향곡,2023-09-21,2023-09-21,2021-11-27
제5회 어텀실내악페스티벌 <완성> - I,피케이뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=48759,IBK챔버홀,교향곡,2023-09-21,2023-09-21,2022-06-24
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48395,IBK챔버홀,뮤지컬,2023-09-21,2023-09-21,2022-04-30
"코리아나 챔버 뮤직 소사이어티 25주년 기념 연주회 시리즈 Ⅰ ""클래식의 품격""",코리아나 챔버 뮤직 소사이어티,https://www.sac.or.kr/site/main/show/show_view?SN=48976,리사이틀홀,실내악,2023-09-21,2023-09-21,2022-06-20
예술의전당 인춘아트홀 Special THE NEXT (피아니스트 최형록),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=49288,인춘아트홀,독주,2023-09-20,2023-09-20,2022-11-05
대학오케스트라 축제,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=47412,콘서트홀,뮤지컬,2023-09-20,2023-09-20,2021-11-27
아시아 연합 고음악제 2023,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=63120,IBK챔버홀,실내악,2023-09-20,2023-09-20,2023-05-24
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48396,IBK챔버홀,뮤지컬,2023-09-20,2023-09-20,2022-04-30
장문영 바이올린 독주회,이든예술기획 주식회사,https://www.sac.or.kr/site/main/show/show_view?SN=48977,리사이틀홀,독주,2023-09-20,2023-09-20,2022-06-24
모나 콰르텟 리사이틀,(주)스테이지원,https://www.sac.or.kr/site/main/show/show_view?SN=48978,IBK챔버홀,실내악,2023-09-20,2023-09-20,2022-06-23
콘체르토 마라톤 프로젝트 - 신창용의 프로코피예프 피아노 협주곡,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=60381,콘서트홀,클래식,2023-09-20,2023-09-20,2022-11-10
라흐마니노프 시리즈01,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=49289,인춘아트홀,교향곡,2023-09-19,2023-09-19,2022-11-05
피아니스트 조희연 정재원 조인트 리사이틀,코바기획,https://www.sac.or.kr/site/main/show/show_view?SN=62982,인춘아트홀,클래식,2023-09-19,2023-09-19,2023-05-24
KBS교향악단 제794회 정기연주회,(재)KBS교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=48979,콘서트홀,교향곡,2023-09-19,2023-09-19,2022-06-15
"첼리스트 주연선 독주회 ""동화""",프레스토 아트,https://www.sac.or.kr/site/main/show/show_view?SN=48985,IBK챔버홀,독주,2023-09-19,2023-09-19,2022-06-21
박정도 트롬본 독주회,(주)더존테크윌,https://www.sac.or.kr/site/main/show/show_view?SN=48980,리사이틀홀,독주,2023-09-19,2023-09-19,2022-06-24
대학오케스트라 축제,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=47413,콘서트홀,뮤지컬,2023-09-19,2023-09-19,2021-11-27
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48397,IBK챔버홀,뮤지컬,2023-09-19,2023-09-19,2022-04-30
아벨 콰르텟 음반발매기념 리사이틀,주식회사 목프로덕션,https://www.sac.or.kr/site/main/show/show_view?SN=48760,IBK챔버홀,실내악,2023-09-17,2023-09-17,2022-06-24
김지은 바이올린 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=48839,리사이틀홀,독주,2023-09-17,2023-09-17,2022-06-24
"피아니스트 송영민과 함께하는 한별콩쿠르 입상자 콘서트 ""별의 시간""",주식회사야기웍스,https://www.sac.or.kr/site/main/show/show_view?SN=48981,인춘아트홀,클래식,2023-09-17,2023-09-17,2022-06-24
국립심포니오케스트라 - 라흐마니노프 교향곡 2번,(재)국립심포니오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=47719,콘서트홀,교향곡,2023-09-17,2023-09-17,2021-12-08
한옥미 작곡 발표회 - 23,(사)부암뮤직소사이어티,https://www.sac.or.kr/site/main/show/show_view?SN=48731,리사이틀홀,클래식,2023-09-17,2023-09-17,2022-06-21
소프라노 남이슬 리사이틀,예음클래식,https://www.sac.or.kr/site/main/show/show_view?SN=49260,인춘아트홀,성악,2023-09-16,2023-09-16,2022-09-23
안종도의 클래식 내레이션 2023 : Series 3,(주)더브릿지컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=48784,IBK챔버홀,클래식,2023-09-16,2023-09-16,2022-06-23
이혜경 피아노 독주회,현대문화,https://www.sac.or.kr/site/main/show/show_view?SN=48785,리사이틀홀,독주,2023-09-16,2023-09-16,2022-06-23
신세계와 함께하는 2023 예술의전당 토요콘서트(9월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=47414,콘서트홀,교향곡,2023-09-16,2023-09-16,2021-11-27
회원음악회,-,https://www.sac.or.kr/site/main/show/show_view?SN=45342,콘서트홀,뮤지컬,2023-09-16,2023-09-16,2021-02-09
"첼리스트 심준호의 ""Schumann""",(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=48982,IBK챔버홀,독주,2023-09-16,2023-09-16,2022-06-23
아베크 트리오 리사이틀,리음아트&컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=49054,리사이틀홀,클래식,2023-09-16,2023-09-16,2022-06-24
신정아 피아노 독주회,콘서트디자인,https://www.sac.or.kr/site/main/show/show_view?SN=48818,인춘아트홀,독주,2023-09-15,2023-09-15,2022-06-21
더존앙상블 제2회 정기연주회,(주)더존테크윌,https://www.sac.or.kr/site/main/show/show_view?SN=48984,IBK챔버홀,클래식,2023-09-15,2023-09-15,2022-06-24
"이보경 바이올린 독주회 ""모차르트 바이올린 소나타 시리즈 I""","리베아트뮤직, 지클레프",https://www.sac.or.kr/site/main/show/show_view?SN=48983,리사이틀홀,독주,2023-09-15,2023-09-15,2022-06-20
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48398,IBK챔버홀,뮤지컬,2023-09-15,2023-09-15,2022-04-30
2023 서울시향 만프레트 호네크의 차이콥스키 비창 ②,(재)서울시립교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=47720,콘서트홀,교향곡,2023-09-15,2023-09-15,2021-12-09
피아니스트 박영희의 동상이몽(同想異夢) VI,(주)음연,https://www.sac.or.kr/site/main/show/show_view?SN=49275,인춘아트홀,독주,2023-09-14,2023-09-14,2022-09-20
한화생명과 함께하는 예술의전당 11시 콘서트(9월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=47338,콘서트홀,클래식,2023-09-14,2023-09-14,2021-11-26
TIMF앙상블 2023 SPICE Ⅲ 재창조,(사)TIMF앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=48708,IBK챔버홀,실내악,2023-09-14,2023-09-14,2022-06-24
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48399,IBK챔버홀,뮤지컬,2023-09-14,2023-09-14,2022-04-30
황소원 피아노 독주회,조인클래식,https://www.sac.or.kr/site/main/show/show_view?SN=49234,리사이틀홀,독주,2023-09-14,2023-09-14,2022-09-23
도이치방송오케스트라&손열음,"한경미디어그룹, 라보라 예술기획",https://www.sac.or.kr/site/main/show/show_view?SN=47721,콘서트홀,교향곡,2023-09-13,2023-09-13,2021-12-06
남희정 피아노 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=48732,리사이틀홀,독주,2023-09-13,2023-09-13,2022-06-24
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48400,IBK챔버홀,뮤지컬,2023-09-13,2023-09-13,2022-04-30
도로테 오버링어 첫 내한공연,온 아트컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=48709,IBK챔버홀,실내악,2023-09-13,2023-09-13,2022-06-24
랑데뷰 드 라 무지크 페스티벌 2023,(주)스테이지원,https://www.sac.or.kr/site/main/show/show_view?SN=49249,인춘아트홀,실내악,2023-09-13,2023-09-13,2022-09-23
"국립합창단 제194회 정기연주회 <사랑, 평화 그리고 회복>",(재)국립합창단,https://www.sac.or.kr/site/main/show/show_view?SN=48986,콘서트홀,합창,2023-09-12,2023-09-12,2022-06-23
신민철 귀국 피아노 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=48987,리사이틀홀,독주,2023-09-12,2023-09-12,2022-06-21
드림위드 앙상블 제7회 정기연주회,사회적협동조합 드림위드앙상블,https://www.sac.or.kr/site/main/show/show_view?SN=48786,IBK챔버홀,실내악,2023-09-12,2023-09-12,2022-06-24
랑데뷰 드 라 무지크 페스티벌 2023,(주)스테이지원,https://www.sac.or.kr/site/main/show/show_view?SN=49250,인춘아트홀,실내악,2023-09-12,2023-09-12,2022-09-23
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48401,IBK챔버홀,뮤지컬,2023-09-12,2023-09-12,2022-04-30
최윤아 피아노 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=48802,리사이틀홀,독주,2023-09-10,2023-09-10,2022-06-24
정은지 플루트 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=49261,리사이틀홀,독주,2023-09-10,2023-09-10,2022-09-23
포레무지카와 함께하는 인상주의를 아세요?,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=48989,인춘아트홀,실내악,2023-09-10,2023-09-10,2022-06-24
한국플루트학회 제10회 정기연주회,한국플루트학회,https://www.sac.or.kr/site/main/show/show_view?SN=48840,IBK챔버홀,실내악,2023-09-10,2023-09-10,2022-06-23
미하일 플레트네프 피아노 리사이틀,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=48988,콘서트홀,독주,2023-09-10,2023-09-10,2022-06-23
2023 예술의전당 회원음악회,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=63280,콘서트홀,클래식,2023-09-09,2023-09-09,2023-06-22
안준영 귀국 첼로 독주회,위드클래식,https://www.sac.or.kr/site/main/show/show_view?SN=48761,리사이틀홀,독주,2023-09-09,2023-09-09,2022-06-17
프로젝트 솔로이스츠 11회 정기연주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=48990,IBK챔버홀,실내악,2023-09-09,2023-09-09,2022-06-22
바이올리니스트 김응수 리사이틀,AM,https://www.sac.or.kr/site/main/show/show_view?SN=48991,IBK챔버홀,클래식,2023-09-09,2023-09-09,2022-06-24
예술장터,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48402,한가람미술관,뮤지컬,2023-09-09,2023-09-17,2022-04-30
2023 예술의전당 회원음악회,,https://www.sac.or.kr/site/main/show/show_view?SN=45343,콘서트홀,클래식,2023-09-09,2023-09-09,2021-02-09
토요콘서트(예술교육부),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48512,인춘아트홀,뮤지컬,2023-09-09,2023-09-09,2022-05-03
랑데뷰 드 라 무지크 페스티벌 2023,(주)스테이지원,https://www.sac.or.kr/site/main/show/show_view?SN=49251,리사이틀홀,실내악,2023-09-09,2023-09-09,2022-09-23
최새롬 플루트 독주회,음악교육신문사,https://www.sac.or.kr/site/main/show/show_view?SN=48994,인춘아트홀,독주,2023-09-08,2023-09-08,2022-06-21
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48403,IBK챔버홀,뮤지컬,2023-09-08,2023-09-08,2022-04-30
IBK 음악회  with 조수미 & 서혜경 월드 클래식 ,IBK기업은행 ,https://www.sac.or.kr/site/main/show/show_view?SN=48993,콘서트홀,크로스오버,2023-09-08,2023-09-08,2022-06-24
장재영 클라리넷 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=48841,리사이틀홀,독주,2023-09-08,2023-09-08,2022-06-24
앙상블오푸스 제22회 정기연주회 '류재준&최우정의 소나타스',앙상블오푸스,https://www.sac.or.kr/site/main/show/show_view?SN=48992,IBK챔버홀,실내악,2023-09-08,2023-09-08,2022-06-23
The Final - 콩쿠르 다시보기,(주)더브릿지컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=48787,콘서트홀,클래식,2023-09-07,2023-09-07,2022-06-24
피아니스트 김수연 데뷔 앨범 발매 기념 리사이틀,(주)스테이지원,https://www.sac.or.kr/site/main/show/show_view?SN=49296,IBK챔버홀,독주,2023-09-07,2023-09-07,2022-06-21
이한솔 바이올린 리사이틀,주식회사 봄아트프로젝트,https://www.sac.or.kr/site/main/show/show_view?SN=49295,인춘아트홀,독주,2023-09-07,2023-09-07,2022-06-24
표규선 바순 독주회,더존클래식,https://www.sac.or.kr/site/main/show/show_view?SN=62860,리사이틀홀,클래식,2023-09-07,2023-09-07,2023-05-23
유성호 피아노 리사이틀,현대문화,https://www.sac.or.kr/site/main/show/show_view?SN=60272,인춘아트홀,독주,2023-09-07,2023-09-07,2022-11-11
코펙스챔버오케스트라 제2회 정기연주회,코펙스챔버오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=63500,IBK챔버홀,실내악,2023-09-07,2023-09-07,2023-06-23
아티스트 시리즈3,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48606,리사이틀홀,뮤지컬,2023-09-07,2023-09-07,2022-06-10
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48404,IBK챔버홀,뮤지컬,2023-09-07,2023-09-07,2022-04-30
음연 초청 이혜전 피아노 독주회,(주)음연,https://www.sac.or.kr/site/main/show/show_view?SN=60271,리사이틀홀,독주,2023-09-07,2023-09-07,2022-11-09
회원음악회,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=63281,콘서트홀,뮤지컬,2023-09-06,2023-09-06,2023-06-22
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48405,IBK챔버홀,뮤지컬,2023-09-06,2023-09-06,2022-04-30
2023 대한민국 실내악 작곡제전 III,(사)한국작곡가협회,https://www.sac.or.kr/site/main/show/show_view?SN=48788,리사이틀홀,실내악,2023-09-06,2023-09-06,2022-06-23
남유리나 첼로 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=49221,인춘아트홀,독주,2023-09-06,2023-09-06,2022-09-23
2023 온드림 실내악 시리즈 II,현대차 정몽구 재단,https://www.sac.or.kr/site/main/show/show_view?SN=49055,IBK챔버홀,실내악,2023-09-06,2023-09-06,2022-06-24
기획공연 예정,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=49133,콘서트홀,뮤지컬,2023-09-06,2023-09-06,2022-09-15
정 트리오 콘서트,크레디아뮤직앤아티스트,https://www.sac.or.kr/site/main/show/show_view?SN=48995,콘서트홀,독주,2023-09-05,2023-09-05,2022-06-23
2023 온드림 실내악 시리즈 I,현대차 정몽구 재단,https://www.sac.or.kr/site/main/show/show_view?SN=49056,IBK챔버홀,실내악,2023-09-05,2023-09-05,2022-06-24
인문감상 강좌,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=48406,IBK챔버홀,뮤지컬,2023-09-05,2023-09-05,2022-04-30
랑데뷰 드 라 무지크 페스티벌 2023,(주)스테이지원,https://www.sac.or.kr/site/main/show/show_view?SN=49252,인춘아트홀,실내악,2023-09-05,2023-09-05,2022-09-23
